t_real, tv, d_tv, e_p_x, e_p_y,e_p_z, e_o_x, e_o_y, e_o_z, e_v_lin_x, e_v_lin_y, e_v_lin_z, e_v_ang_x, e_v_ang_y, e_v_ang_z,W_0x, W_0y, W_0z,  W_1x, W_1y, W_1z,  W_2x, W_2y, W_2z,  W_3x, W_3y, W_3z,p_c_x, p_c_y, p_c_z,p_d_x, p_d_y, p_d_z,prob0, prob1, prob2, prob3 
1.884,1.76962,0.931103,0.000168884,-0.00222938,-0.0020364,-0.019379,-0.0605698,0.0127958,-0.0943663,0.0131738,0.124727,0.164813,-0.07799,0.0180609,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0363575,-0.0243623,0.334924,0.0361886,-0.0221329,0.33696,1,1,1,1
1.886,1.77148,0.931103,-4.01904e-05,-0.00220143,-0.00179102,-0.0189081,-0.0607961,0.0128309,-0.104537,0.0139776,0.122687,0.162632,-0.0803794,0.0178928,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0359265,-0.0243343,0.33486,0.0359667,-0.0221329,0.336651,1,1,1,1
1.888,1.77334,0.931103,0.000179311,-0.00220143,-0.0014805,-0.0184436,-0.0610291,0.0128656,0.109751,0,0.15526,0.194681,0.00312691,0.0117859,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0359265,-0.0243343,0.33486,0.0357472,-0.0221329,0.336341,1,1,1,1
1.89,1.7752,0.931103,-2.96739e-05,-0.00217329,-0.00123418,-0.0178864,-0.061024,0.0128824,-0.104493,0.0140686,0.123164,0.163954,-0.0777514,0.0174686,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0355004,-0.0243062,0.334794,0.0355301,-0.0221329,0.336028,1,1,1,1
1.892,1.77707,0.931103,-0.000280631,-0.00214198,-0.000995549,-0.0174181,-0.0612496,0.0129159,-0.125478,0.0156564,0.119313,0.161526,-0.0832734,0.0175359,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0350347,-0.0242749,0.334719,0.0353153,-0.0221329,0.335715,1,1,1,1
1.894,1.77893,0.931103,-6.82705e-05,-0.00214198,-0.000680102,-0.0169567,-0.0614909,0.0129497,0.10618,0,0.157724,0.196496,0.00316469,0.0119894,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0350347,-0.0242749,0.334719,0.035103,-0.0221329,0.335399,1,1,1,1
1.896,1.78079,0.931103,-0.000275208,-0.00211347,-0.000432969,-0.0163944,-0.0614857,0.0129668,-0.103469,0.0142559,0.123566,0.1659,-0.0724932,0.0165806,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0346178,-0.0242464,0.334649,0.034893,-0.0221329,0.335082,1,1,1,1
1.898,1.78265,0.931103,-0.000480598,-0.0020848,-0.000185769,-0.0159204,-0.0616963,0.0129978,-0.102695,0.0143347,0.1236,0.166291,-0.0703296,0.0161629,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0342049,-0.0242177,0.334578,0.0346855,-0.0221329,0.334764,1,1,1,1
1.9,1.78452,0.931103,-0.000275489,-0.0020848,0.000134441,-0.0154454,-0.0619006,0.0130277,0.102554,0,0.160105,0.198304,0.00320088,0.012184,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0342049,-0.0242177,0.334578,0.0344804,-0.0221329,0.334443,1,1,1,1
1.902,1.78638,0.931103,-0.000482024,-0.00205597,0.000383455,-0.0148779,-0.0618954,0.013045,-0.103267,0.0144127,0.124507,0.167419,-0.0683852,0.0157905,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0337957,-0.0241889,0.334505,0.0342777,-0.0221329,0.334122,1,1,1,1
1.904,1.78824,0.931103,-0.000687512,-0.00202696,0.000632823,-0.0143996,-0.0620942,0.0130738,-0.102744,0.0145056,0.124684,0.168045,-0.0664303,0.0153868,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.03339,-0.0241599,0.334431,0.0340775,-0.0221329,0.333798,1,1,1,1
1.906,1.7901,0.931103,-0.000489763,-0.00202696,0.000957628,-0.0139195,-0.0622874,0.0131014,0.0988748,0,0.162403,0.200103,0.00323598,0.012375,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.03339,-0.0241599,0.334431,0.0338798,-0.0221329,0.333473,1,1,1,1
1.908,1.79196,0.931103,-0.000738963,-0.00199468,0.00120092,-0.0133468,-0.0622821,0.013119,-0.1246,0.0161418,0.121646,0.165725,-0.071711,0.0152404,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0329455,-0.0241276,0.334348,0.0336845,-0.0221329,0.333147,1,1,1,1
1.91,1.79383,0.931103,-0.00092255,-0.0019669,0.00145529,-0.0128735,-0.0624904,0.0131464,-0.0917938,0.0138889,0.127186,0.168461,-0.0595571,0.0140429,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0325691,-0.0240998,0.334275,0.0334917,-0.0221329,0.332819,1,1,1,1
1.912,1.79569,0.931103,-0.00110412,-0.00193893,0.00170876,-0.0123922,-0.0626639,0.0131703,-0.0907851,0.0139843,0.126736,0.169309,-0.0577389,0.0133311,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0321973,-0.0240718,0.334199,0.0333014,-0.0221329,0.33249,1,1,1,1
1.914,1.79755,0.931103,-0.000916342,-0.00193893,0.00203944,-0.0119085,-0.0628323,0.0131921,0.0938893,0,0.165335,0.202487,0.00328117,0.012637,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.03185,-0.0240452,0.334125,0.0331136,-0.0221329,0.332159,1,1,1,1
1.916,1.79941,0.931103,-0.00109864,-0.00191078,0.00229364,-0.011329,-0.0628269,0.0132101,-0.0911492,0.0140747,0.1271,0.170389,-0.0555467,0.0126539,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0318297,-0.0240437,0.334121,0.0329284,-0.0221329,0.331827,1,1,1,1
1.918,1.80128,0.931103,-0.0012794,-0.00188247,0.00254737,-0.0108422,-0.062989,0.01323,-0.0903808,0.0141565,0.126866,0.170328,-0.0533728,0.0119275,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0314662,-0.0240154,0.334041,0.0327456,-0.0221329,0.331494,1,1,1,1
1.92,1.80314,0.931103,-0.00145887,-0.00185397,0.00280087,-0.0103557,-0.0631449,0.0132479,-0.0897333,0.0142478,0.126752,0.1706,-0.0513723,0.0112888,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0311066,-0.0239869,0.33396,0.0325655,-0.0221329,0.331159,1,1,1,1
1.922,1.805,0.931103,-0.00163725,-0.00182524,0.00305433,-0.0098684,-0.063295,0.0132639,-0.0891913,0.0143641,0.126727,0.172648,-0.0494356,0.0107062,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0307506,-0.0239581,0.333877,0.0323878,-0.0221329,0.330823,1,1,1,1
1.924,1.80686,0.931103,-0.00146218,-0.00182524,0.0033919,-0.00937526,-0.0634397,0.0132782,0.0875357,0,0.168785,0.205446,0.00333137,0.0129518,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0304175,-0.0239308,0.333798,0.0322127,-0.0221329,0.330485,1,1,1,1
1.926,1.80872,0.931103,-0.00164227,-0.00179632,0.00364675,-0.00878724,-0.0634342,0.0132966,-0.090043,0.0144636,0.127424,0.174553,-0.0475041,0.0100756,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.030398,-0.0239292,0.333793,0.0320403,-0.0221329,0.330146,1,1,1,1
1.928,1.81059,0.931103,-0.0018217,-0.0017672,0.0039018,-0.00828869,-0.0635733,0.0133089,-0.089719,0.0145565,0.127525,0.175218,-0.0457077,0.00941872,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0300486,-0.0239001,0.333708,0.0318703,-0.0221329,0.329806,1,1,1,1
1.93,1.81245,0.931103,-0.00165438,-0.0017672,0.00424327,-0.00778826,-0.0637073,0.0133193,0.0836622,0,0.170738,0.20721,0.00335848,0.0131218,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0297215,-0.0238724,0.333627,0.031703,-0.0221329,0.329465,1,1,1,1
1.932,1.81431,0.931103,-0.00183597,-0.0017379,0.00449991,-0.00719518,-0.0637018,0.013338,-0.0907953,0.0146524,0.12832,0.176507,-0.0440395,0.00880962,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0297023,-0.0238708,0.333622,0.0315383,-0.0221329,0.329122,1,1,1,1
1.934,1.81617,0.931103,-0.002017,-0.00170842,0.00475664,-0.0066911,-0.0638311,0.0133466,-0.0905151,0.0147406,0.128366,0.176459,-0.042392,0.00807427,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0293592,-0.0238413,0.333535,0.0313762,-0.0221329,0.328778,1,1,1,1
1.936,1.81803,0.931103,-0.0022523,-0.0016738,0.00499714,-0.00618718,-0.0639556,0.0133531,-0.117649,0.0173073,0.12025,0.170337,-0.0484061,0.00591872,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0289644,-0.0238067,0.33343,0.0312167,-0.0221329,0.328433,1,1,1,1
1.938,1.8199,0.931103,-0.00209544,-0.0016738,0.00534355,-0.00570106,-0.0640972,0.013354,0.0784302,0,0.173204,0.209548,0.00339019,0.013356,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0289644,-0.0238067,0.33343,0.0310598,-0.0221329,0.328086,1,1,1,1
1.94,1.82176,0.931103,-0.00229333,-0.00164224,0.00559377,-0.00510128,-0.0640916,0.013373,-0.0989453,0.0157803,0.125107,0.174991,-0.0413926,0.00550148,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0286123,-0.0237751,0.333332,0.0309056,-0.0221329,0.327739,1,1,1,1
1.942,1.82362,0.931103,-0.00248931,-0.00161045,0.00584292,-0.00460177,-0.0642132,0.0133723,-0.0979891,0.0158961,0.124577,0.175518,-0.0391425,0.00445267,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0282647,-0.0237433,0.333233,0.030754,-0.0221329,0.32739,1,1,1,1
1.944,1.82548,0.931103,-0.00266568,-0.00158012,0.00609667,-0.00410081,-0.0643284,0.0133687,-0.0881854,0.0151662,0.126875,0.177973,-0.0348351,0.00400212,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0279215,-0.0237113,0.333131,0.0306051,-0.0221329,0.32704,1,1,1,1
1.946,1.82735,0.931103,-0.00253739,-0.00157843,0.0064423,-0.0035928,-0.0644314,0.0133635,0.0641443,0.000845627,0.172816,0.210022,0.00134868,0.013023,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0279215,-0.0237113,0.333131,0.0304589,-0.0221329,0.326689,1,1,1,1
1.948,1.82921,0.931103,-0.00273301,-0.00154617,0.00669122,-0.00299173,-0.0644316,0.0133814,-0.0978095,0.0161283,0.124458,0.177397,-0.0347321,0.00250878,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0275823,-0.0236791,0.333028,0.0303153,-0.0221329,0.326337,1,1,1,1
1.95,1.83107,0.931103,-0.00290993,-0.00151539,0.00694531,-0.00248549,-0.0645342,0.013372,-0.0884612,0.0153881,0.127048,0.179979,-0.0308295,0.00221873,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0272469,-0.0236466,0.332924,0.0301744,-0.0221329,0.325984,1,1,1,1
1.952,1.83293,0.931103,-0.00278929,-0.00151368,0.00729404,-0.00197184,-0.0646257,0.0133616,0.0603225,0.000858036,0.174362,0.211771,0.001581,0.0130722,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0272469,-0.0236466,0.332924,0.0300362,-0.0221329,0.325629,1,1,1,1
1.954,1.83479,0.931103,-0.00298556,-0.00148095,0.00754345,-0.00136576,-0.0646253,0.0133794,-0.098137,0.0163659,0.124707,0.179509,-0.0307397,0.000654044,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0269151,-0.0236138,0.332818,0.0299007,-0.0221329,0.325274,1,1,1,1
1.956,1.83666,0.931103,-0.00316395,-0.00144971,0.00779846,-0.000853589,-0.0647165,0.0133646,-0.0891955,0.0156169,0.127505,0.182121,-0.0272684,0.000505986,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0266039,-0.0235826,0.332716,0.0297679,-0.0221329,0.324918,1,1,1,1
1.958,1.83852,0.931103,-0.00334219,-0.00141825,0.00805363,-0.000333905,-0.0647979,0.0133492,-0.0891183,0.0157284,0.127583,0.182945,-0.0257397,-0.000195811,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0262956,-0.0235512,0.332614,0.0296378,-0.0221329,0.324561,1,1,1,1
1.96,1.84038,0.931103,-0.00321482,-0.00141825,0.00841193,0.000188096,-0.0648749,0.0133317,0.0636827,0,0.179152,0.215896,0.00344787,0.0139411,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0262956,-0.0235512,0.332614,0.0295104,-0.0221329,0.324202,1,1,1,1
1.962,1.84224,0.931103,-0.00341179,-0.00138486,0.00866183,0.000806074,-0.0648691,0.0133515,-0.0984839,0.0166987,0.124951,0.181109,-0.0259651,-0.00152014,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.025974,-0.0235178,0.332505,0.0293858,-0.0221329,0.323843,1,1,1,1
1.964,1.84411,0.931103,-0.00360642,-0.00135128,0.00891019,0.0013227,-0.0649468,0.0133304,-0.0973144,0.0167874,0.124177,0.181125,-0.0246101,-0.00176487,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0256575,-0.0234842,0.332393,0.0292639,-0.0221329,0.323483,1,1,1,1
1.966,1.84597,0.931103,-0.00379893,-0.00131751,0.00915716,0.00183938,-0.0650205,0.0133085,-0.0881114,0.0159942,0.126518,0.183586,-0.0211879,-0.000965058,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0253458,-0.0234504,0.332279,0.0291447,-0.0221329,0.323122,1,1,1,1
1.968,1.84783,0.931103,-0.00368252,-0.00131751,0.00951918,0.00235773,-0.0650883,0.0132865,0.058204,0,0.181006,0.218173,0.00345916,0.0141393,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0253458,-0.0234504,0.332279,0.0290283,-0.0221329,0.32276,1,1,1,1
1.97,1.84969,0.931103,-0.00390798,-0.00127996,0.00975357,0.00298223,-0.0650825,0.0133066,-0.11273,0.0187782,0.117199,0.179021,-0.0225707,-0.00344449,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0250067,-0.0234129,0.33215,0.0289147,-0.0221329,0.322397,1,1,1,1
1.972,1.85155,0.931103,-0.00409932,-0.00124576,0.00999925,0.00349278,-0.0651504,0.0132802,-0.0956697,0.0170962,0.122838,0.183325,-0.0177246,-0.00176484,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0247045,-0.0233787,0.332032,0.0288038,-0.0221329,0.322033,1,1,1,1
1.974,1.85342,0.931103,-0.0039912,-0.00124576,0.0103638,0.00401588,-0.0652045,0.0132582,0.0540594,0,0.182287,0.21987,0.00346805,0.0142783,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0247045,-0.0233787,0.332032,0.0286957,-0.0221329,0.321668,1,1,1,1
1.976,1.85528,0.931103,-0.00427728,-0.00120046,0.0105716,0.00464524,-0.0651987,0.0132785,-0.143041,0.0226537,0.10391,0.173002,-0.0211242,-0.00681228,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.024313,-0.0233334,0.331875,0.0285903,-0.0221329,0.321303,1,1,1,1
1.978,1.85714,0.931103,-0.00448306,-0.00116394,0.0108102,0.00513832,-0.0652624,0.013243,-0.102886,0.0182568,0.119298,0.182961,-0.0136684,-0.00261105,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0240047,-0.0232968,0.331747,0.0284878,-0.0221329,0.320937,1,1,1,1
1.98,1.859,0.931103,-0.00438328,-0.00116394,0.0111772,0.00566037,-0.0653049,0.0132186,0.0498866,0,0.183473,0.221558,0.00347407,0.0144135,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0240047,-0.0232968,0.331747,0.028388,-0.0221329,0.32057,1,1,1,1
1.982,1.86087,0.931103,-0.00460573,-0.00112534,0.0114097,0.00629457,-0.0652991,0.0132391,-0.111225,0.0193029,0.116255,0.182074,-0.0122436,-0.00345791,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0236853,-0.0232582,0.331612,0.028291,-0.0221329,0.320202,1,1,1,1
1.984,1.86273,0.931103,-0.00478202,-0.00109202,0.0116614,0.00681404,-0.0653375,0.0132123,-0.0881428,0.0166583,0.125847,0.188255,-0.00825685,-0.00092228,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0233999,-0.0232231,0.331489,0.0281968,-0.0221329,0.319834,1,1,1,1
1.986,1.86459,0.931103,-0.00470558,-0.00109016,0.012024,0.00735147,-0.0653647,0.0131922,0.0382183,0.000928591,0.18131,0.221321,0.00287527,0.013681,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0233999,-0.0232231,0.331489,0.0281055,-0.0221329,0.319465,1,1,1,1
1.988,1.86645,0.931103,-0.00494242,-0.0010492,0.0122493,0.00798491,-0.0653605,0.0132106,-0.118417,0.0204829,0.11262,0.179995,-0.00891294,-0.00421174,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0230745,-0.0231821,0.331344,0.0280169,-0.0221329,0.319095,1,1,1,1
1.99,1.86831,0.931103,-0.00513213,-0.00101362,0.0124922,0.00849843,-0.0653894,0.0131818,-0.0948595,0.0177868,0.121455,0.185886,-0.00577399,-0.00117985,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.022799,-0.0231465,0.331217,0.0279311,-0.0221329,0.318724,1,1,1,1
1.992,1.87018,0.931103,-0.00531973,-0.000977845,0.0127334,0.00902912,-0.0654094,0.0131612,-0.0937955,0.0178891,0.120621,0.186376,-0.00376023,-0.000775896,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0225285,-0.0231107,0.331087,0.0278482,-0.0221329,0.318353,1,1,1,1
1.994,1.87204,0.931103,-0.00523962,-0.000977845,0.0131051,0.00956128,-0.0654237,0.0131416,0.0400528,0,0.185867,0.225458,0.00348925,0.014702,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0225285,-0.0231107,0.331087,0.0277681,-0.0221329,0.317982,1,1,1,1
1.996,1.8739,0.931103,-0.00542816,-0.000941852,0.0133456,0.0102066,-0.0654178,0.0131625,-0.0942688,0.0179963,0.12022,0.187403,-0.00156892,-0.000457819,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0222627,-0.0230748,0.330955,0.0276908,-0.0221329,0.317609,1,1,1,1
1.998,1.87576,0.931103,-0.00561506,-0.000905636,0.0135849,0.0107418,-0.0654258,0.0131437,-0.0934499,0.018108,0.119637,0.187864,0.000625784,-0.000275065,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0220013,-0.0230385,0.330821,0.0276164,-0.0221329,0.317236,1,1,1,1
2,1.87763,0.931103,-0.00554345,-0.000905636,0.0139583,0.0112784,-0.0654276,0.0131253,0.035802,0,0.186733,0.227113,0.00349851,0.0148143,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0220013,-0.0230385,0.330821,0.0275448,-0.0221329,0.316863,1,1,1,1
2.002,1.87949,0.931103,-0.00573178,-0.000869188,0.0141972,0.0119285,-0.0654217,0.0131464,-0.094165,0.0182241,0.119432,0.188867,0.00278663,-0.000128152,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0217442,-0.0230021,0.330686,0.027476,-0.0221329,0.316489,1,1,1,1
2.004,1.88135,0.931103,-0.00593213,-0.000830561,0.0144281,0.0124679,-0.0654173,0.0131283,-0.100172,0.0193133,0.115438,0.187252,0.00499499,-0.000853841,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.021478,-0.0229635,0.330542,0.0274101,-0.0221329,0.316114,1,1,1,1
2.006,1.88321,0.931103,-0.00615704,-0.000787751,0.0146437,0.0130027,-0.0654066,0.0131083,-0.112457,0.0214053,0.107803,0.183544,0.00768887,-0.00240483,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.02119,-0.0229207,0.330383,0.027347,-0.0221329,0.315739,1,1,1,1
2.008,1.88507,0.931103,-0.00609683,-0.000787751,0.0150191,0.0135269,-0.0653881,0.0130841,0.0301056,0,0.187735,0.229305,0.00350613,0.0149527,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.02119,-0.0229207,0.330383,0.0272868,-0.0221329,0.315364,1,1,1,1
2.01,1.88694,0.931103,-0.00628426,-0.000750495,0.0152564,0.0141832,-0.0653821,0.0131054,-0.0937148,0.0186276,0.118629,0.190653,0.00916416,-7.65763e-06,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0209452,-0.0228834,0.330244,0.0272295,-0.0221329,0.314988,1,1,1,1
2.012,1.8888,0.931103,-0.00647081,-0.000713003,0.0154927,0.0147279,-0.0653595,0.0130873,-0.0932742,0.018746,0.118162,0.189839,0.0108632,1.78652e-05,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0207042,-0.0228459,0.330104,0.027175,-0.0221329,0.314612,1,1,1,1
2.014,1.89066,0.931103,-0.0066432,-0.000677284,0.0157346,0.0152703,-0.0653321,0.0130695,-0.086196,0.0178595,0.120925,0.191511,0.0117183,0.00123473,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0204801,-0.0228102,0.329969,0.0271233,-0.0221329,0.314235,1,1,1,1
2.016,1.89252,0.931103,-0.00681397,-0.000641365,0.0159747,0.0158176,-0.0653022,0.0130549,-0.0853842,0.0179595,0.12007,0.191732,0.0131335,0.0017459,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0202606,-0.0227743,0.329832,0.0270746,-0.0221329,0.313858,1,1,1,1
2.018,1.89439,0.931103,-0.00676807,-0.000641365,0.0163522,0.0163656,-0.0652682,0.0130417,0.0229466,0,0.188744,0.23202,0.00351661,0.0151076,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0202606,-0.0227743,0.329832,0.0270287,-0.0221329,0.31348,1,1,1,1
2.02,1.89625,0.931103,-0.00694026,-0.000605239,0.0165911,0.0170298,-0.0652622,0.0130631,-0.0860938,0.0180633,0.119476,0.192602,0.0149531,0.00222234,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0200454,-0.0227381,0.329694,0.0269857,-0.0221329,0.313102,1,1,1,1
2.022,1.89811,0.931103,-0.0071228,-0.00056687,0.0168209,0.0175804,-0.0652231,0.0130512,-0.0912702,0.0191844,0.114884,0.190691,0.0176812,0.00187883,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0198227,-0.0226998,0.329545,0.0269455,-0.0221329,0.312724,1,1,1,1
2.024,1.89997,0.931103,-0.00729245,-0.000530288,0.0170573,0.0181255,-0.0651761,0.0130384,-0.0848225,0.0182907,0.118203,0.193243,0.0189269,0.00285283,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0196158,-0.0226632,0.329403,0.0269083,-0.0221329,0.312346,1,1,1,1
2.026,1.90183,0.931103,-0.00725806,-0.000530288,0.017436,0.018678,-0.0651256,0.013028,0.017195,0,0.189355,0.234171,0.00352875,0.0152188,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0196158,-0.0226632,0.329403,0.0268739,-0.0221329,0.311967,1,1,1,1
2.028,1.9037,0.931103,-0.00742969,-0.000493472,0.0176717,0.0193483,-0.0651195,0.0130496,-0.0858183,0.0184083,0.117847,0.194106,0.0208443,0.00309361,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0194127,-0.0226264,0.32926,0.0268424,-0.0221329,0.311588,1,1,1,1
2.03,1.90556,0.931103,-0.0076006,-0.00045641,0.0179066,0.0199034,-0.0650636,0.0130399,-0.0854548,0.0185308,0.117426,0.194434,0.0227049,0.00324969,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0192131,-0.0225893,0.329116,0.0268137,-0.0221329,0.311209,1,1,1,1
2.032,1.90742,0.931103,-0.00757486,-0.00045641,0.018286,0.0204594,-0.0650023,0.0130305,0.0128705,0,0.189698,0.235772,0.00354013,0.0152974,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0192131,-0.0225893,0.329116,0.026788,-0.0221329,0.31083,1,1,1,1
2.034,1.90928,0.931103,-0.00774808,-0.000419094,0.0185203,0.0211343,-0.0649962,0.0130522,-0.08661,0.0186582,0.117158,0.195294,0.0245152,0.00339984,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0190171,-0.022552,0.32897,0.0267651,-0.0221329,0.31045,1,1,1,1
