t_real, tv, d_tv, e_p_x, e_p_y,e_p_z, e_o_x, e_o_y, e_o_z, e_v_lin_x, e_v_lin_y, e_v_lin_z, e_v_ang_x, e_v_ang_y, e_v_ang_z,W_0x, W_0y, W_0z,  W_1x, W_1y, W_1z,  W_2x, W_2y, W_2z,  W_3x, W_3y, W_3z,p_c_x, p_c_y, p_c_z,p_d_x, p_d_y, p_d_z,prob0, prob1, prob2, prob3 
21.218,19.7716,0.931103,0.0129611,-0.00850601,-0.0306181,-0.111852,0.0565921,0.0192893,-0.107049,0.0110306,-0.0106268,-0.136406,-0.365353,-0.0214494,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.129817,-0.0306389,0.306789,0.116856,-0.0221329,0.337407,1,1,1,1
21.22,19.7734,0.931103,0.0127404,-0.00848436,-0.0306377,-0.112249,0.0555566,0.0191591,-0.110378,0.010828,-0.00979444,-0.136713,-0.367775,-0.0216182,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.129369,-0.0306173,0.307074,0.116628,-0.0221329,0.337711,1,1,1,1
21.222,19.7753,0.931103,0.0129703,-0.00848436,-0.0309406,-0.112648,0.0545143,0.019028,0.114949,0,-0.151452,-0.313001,-0.0057906,0.0175985,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.129369,-0.0306173,0.307074,0.116398,-0.0221329,0.338014,1,1,1,1
21.224,19.7771,0.931103,0.0127454,-0.00846298,-0.0309566,-0.113543,0.0545039,0.0190531,-0.112422,0.0106877,-0.00802155,-0.134577,-0.370171,-0.021889,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.128912,-0.0305959,0.307359,0.116166,-0.0221329,0.338315,1,1,1,1
21.226,19.779,0.931103,0.0125648,-0.00844378,-0.0310005,-0.113935,0.0534548,0.0189206,-0.0903176,0.00959954,-0.0219438,-0.145643,-0.333305,-0.018268,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.128472,-0.0305756,0.307629,0.115932,-0.0221329,0.338615,1,1,1,1
21.228,19.7809,0.931103,0.012777,-0.00844265,-0.031283,-0.114358,0.0525106,0.0188035,0.106076,0.000565198,-0.141268,-0.303706,-0.0250564,0.0149182,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.128472,-0.0305756,0.307629,0.115695,-0.0221329,0.338912,1,1,1,1
21.23,19.7827,0.931103,0.0125448,-0.00842118,-0.0312927,-0.115228,0.0524453,0.0188193,-0.116076,0.0107356,-0.00483629,-0.1219,-0.37331,-0.0227109,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.128001,-0.0305541,0.307915,0.115456,-0.0221329,0.339208,1,1,1,1
21.232,19.7846,0.931103,0.0127861,-0.00842118,-0.0315867,-0.115584,0.051387,0.0186844,0.120624,0,-0.146972,-0.314179,-0.00573426,0.0166842,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.128001,-0.0305541,0.307915,0.115215,-0.0221329,0.339502,1,1,1,1
21.234,19.7865,0.931103,0.0125511,-0.00839974,-0.0315922,-0.116483,0.0513767,0.0187081,-0.117503,0.0107186,-0.00275438,-0.120361,-0.37495,-0.0229022,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.127522,-0.0305326,0.308202,0.114971,-0.0221329,0.339794,1,1,1,1
21.236,19.7883,0.931103,0.0123108,-0.00837835,-0.0315954,-0.116834,0.0503138,0.018572,-0.120116,0.0106957,-0.00160449,-0.119839,-0.37691,-0.0230793,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.127036,-0.0305113,0.308489,0.114725,-0.0221329,0.340084,1,1,1,1
21.238,19.7902,0.931103,0.0120652,-0.008357,-0.0315963,-0.117184,0.0492453,0.0184351,-0.122794,0.010674,-0.000474605,-0.11981,-0.379211,-0.0232626,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.126543,-0.0304899,0.308776,0.114478,-0.0221329,0.340373,1,1,1,1
21.24,19.792,0.931103,0.0118407,-0.00833681,-0.0316102,-0.117534,0.0481702,0.0182973,-0.112255,0.0100955,-0.00693867,-0.130259,-0.36193,-0.0214038,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.126042,-0.0304686,0.309064,0.114227,-0.0221329,0.340659,1,1,1,1
21.242,19.7939,0.931103,0.0120664,-0.00833569,-0.0318796,-0.117914,0.0471445,0.0181669,0.112839,0.000560467,-0.134704,-0.305059,-0.0255154,0.0133452,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.126042,-0.0304686,0.309064,0.113975,-0.0221329,0.340944,1,1,1,1
21.244,19.7958,0.931103,0.011459,-0.00829985,-0.031677,-0.118787,0.0470777,0.0181803,-0.303681,0.0179194,0.101306,0.0129546,-0.645661,-0.0503534,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.12518,-0.0304328,0.309549,0.113721,-0.0221329,0.341226,1,1,1,1
21.246,19.7976,0.931103,0.0117156,-0.00829985,-0.0319577,-0.118762,0.0452433,0.0179287,0.128273,0,-0.140345,-0.315775,-0.00561189,0.0148241,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.12518,-0.0304328,0.309549,0.113464,-0.0221329,0.341507,1,1,1,1
21.248,19.7995,0.931103,0.0114518,-0.00827859,-0.031948,-0.119665,0.0452332,0.0179497,-0.131868,0.0106311,0.0048447,-0.121032,-0.389808,-0.0240971,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.124657,-0.0304115,0.309838,0.113206,-0.0221329,0.341786,1,1,1,1
21.25,19.8014,0.931103,0.0112113,-0.00825851,-0.0319515,-0.120019,0.0441281,0.017807,-0.120271,0.0100399,-0.00175308,-0.12532,-0.370619,-0.0226726,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.124156,-0.0303914,0.310111,0.112945,-0.0221329,0.342063,1,1,1,1
21.252,19.8032,0.931103,0.0109394,-0.00823752,-0.0319379,-0.120384,0.0430777,0.0176713,-0.135973,0.010497,0.00680874,-0.1078,-0.390556,-0.0255584,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.123621,-0.0303704,0.3104,0.112682,-0.0221329,0.342337,1,1,1,1
21.254,19.8051,0.931103,0.0106922,-0.00821791,-0.0319375,-0.1207,0.0419704,0.0175251,-0.123593,0.00980211,0.000174061,-0.115669,-0.36982,-0.0241137,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.123109,-0.0303508,0.310673,0.112417,-0.0221329,0.34261,1,1,1,1
21.256,19.8069,0.931103,0.0109592,-0.00821791,-0.0322083,-0.121038,0.0409222,0.0173861,0.133516,0,-0.135367,-0.316853,-0.00552418,0.0135025,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.123109,-0.0303508,0.310673,0.11215,-0.0221329,0.342881,1,1,1,1
21.258,19.8088,0.931103,0.0106818,-0.00819755,-0.0321889,-0.121944,0.0409123,0.0174053,-0.138711,0.0101788,0.00970875,-0.103219,-0.390003,-0.0267891,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.122563,-0.0303305,0.310961,0.111881,-0.0221329,0.34315,1,1,1,1
21.26,19.8107,0.931103,0.0109529,-0.00819755,-0.0324555,-0.122246,0.0398067,0.0172553,0.13556,0,-0.133321,-0.317261,-0.00550297,0.0131673,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.122563,-0.0303305,0.310961,0.11161,-0.0221329,0.343416,1,1,1,1
21.262,19.8125,0.931103,0.0106441,-0.0081765,-0.032417,-0.123154,0.0397969,0.0172741,-0.154415,0.0105252,0.0192292,-0.0914549,-0.410824,-0.0295004,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.121981,-0.0303094,0.311264,0.111337,-0.0221329,0.343681,1,1,1,1
21.264,19.8144,0.931103,0.0103598,-0.00815686,-0.0323919,-0.123423,0.0386321,0.0171129,-0.142125,0.00982218,0.0125548,-0.102499,-0.39166,-0.0279693,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.121421,-0.0302898,0.311551,0.111061,-0.0221329,0.343943,1,1,1,1
21.266,19.8162,0.931103,0.0100711,-0.00813755,-0.032365,-0.123723,0.037522,0.0169589,-0.144387,0.00965514,0.0134506,-0.102431,-0.393174,-0.0285539,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.120855,-0.0302704,0.311839,0.110784,-0.0221329,0.344204,1,1,1,1
21.268,19.8181,0.931103,0.0103502,-0.00813755,-0.0326233,-0.124023,0.0364077,0.0168029,0.139552,0,-0.129136,-0.318069,-0.00542784,0.0121171,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.120855,-0.0302704,0.311839,0.110505,-0.0221329,0.344462,1,1,1,1
21.27,19.82,0.931103,0.0100283,-0.00811757,-0.0325774,-0.124933,0.036398,0.0168202,-0.160923,0.00998933,0.0229545,-0.0912729,-0.41561,-0.0313201,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.120252,-0.0302505,0.312141,0.110224,-0.0221329,0.344718,1,1,1,1
21.272,19.8218,0.931103,0.00973152,-0.00809891,-0.0325448,-0.125201,0.0352199,0.0166524,-0.148395,0.00933061,0.0162974,-0.102653,-0.397322,-0.0297812,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.119673,-0.0302318,0.312427,0.109941,-0.0221329,0.344972,1,1,1,1
21.274,19.8237,0.931103,0.0094298,-0.00808055,-0.0325105,-0.125502,0.034094,0.0164917,-0.150859,0.00917871,0.0171452,-0.102221,-0.399562,-0.0303723,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.119086,-0.0302135,0.312713,0.109656,-0.0221329,0.345224,1,1,1,1
21.276,19.8256,0.931103,0.00971663,-0.00808055,-0.0327602,-0.125802,0.0329618,0.0163289,0.143416,0,-0.124831,-0.318845,-0.00534775,0.0110451,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.119086,-0.0302135,0.312713,0.109369,-0.0221329,0.345474,1,1,1,1
21.278,19.8274,0.931103,0.00941428,-0.00806251,-0.0327226,-0.126713,0.0329523,0.0163446,-0.151179,0.00902011,0.0187984,-0.0941704,-0.399622,-0.0308109,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.118495,-0.0301954,0.312999,0.109081,-0.0221329,0.345721,1,1,1,1
21.28,19.8293,0.931103,0.00911006,-0.00804491,-0.0326839,-0.12699,0.0318199,0.0161805,-0.152108,0.0088012,0.0193522,-0.0879534,-0.398496,-0.0310938,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.1179,-0.0301778,0.313282,0.10879,-0.0221329,0.345966,1,1,1,1
21.282,19.8311,0.931103,0.00880379,-0.00802782,-0.032644,-0.127248,0.0306905,0.016016,-0.153137,0.00854232,0.01992,-0.0849918,-0.397153,-0.0312811,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.117301,-0.0301607,0.313565,0.108498,-0.0221329,0.346209,1,1,1,1
21.284,19.833,0.931103,0.00909808,-0.00802782,-0.0328848,-0.127498,0.029565,0.0158513,0.147146,0,-0.120411,-0.319587,-0.00526694,0.0099822,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.117301,-0.0301607,0.313565,0.108203,-0.0221329,0.34645,1,1,1,1
21.286,19.8349,0.931103,0.00879137,-0.00801128,-0.0328416,-0.128412,0.0295557,0.0158655,-0.153355,0.00827169,0.0216224,-0.0837636,-0.3963,-0.0314426,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.116699,-0.0301442,0.313847,0.107907,-0.0221329,0.346689,1,1,1,1
21.288,19.8367,0.931103,0.00848218,-0.00799528,-0.0327972,-0.128659,0.0284326,0.0157001,-0.154596,0.00800109,0.0222215,-0.083062,-0.396025,-0.0316176,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.116091,-0.0301282,0.314128,0.107609,-0.0221329,0.346925,1,1,1,1
21.29,19.8386,0.931103,0.00817029,-0.00797981,-0.0327515,-0.128903,0.0273104,0.0155342,-0.155943,0.0077347,0.0228364,-0.0826726,-0.396261,-0.031811,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.11548,-0.0301127,0.314408,0.10731,-0.0221329,0.347159,1,1,1,1
21.292,19.8405,0.931103,0.00847177,-0.00797981,-0.0329832,-0.129146,0.0261875,0.0153677,0.150741,0,-0.11588,-0.320295,-0.00518499,0.00891931,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.11548,-0.0301127,0.314408,0.107008,-0.0221329,0.347391,1,1,1,1
21.294,19.8423,0.931103,0.00815872,-0.00796486,-0.032934,-0.130062,0.0261783,0.0153804,-0.156523,0.00747407,0.0246196,-0.0825748,-0.396935,-0.0320229,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.114864,-0.0300978,0.314686,0.106705,-0.0221329,0.34762,1,1,1,1
21.296,19.8442,0.931103,0.00787534,-0.00795117,-0.032898,-0.130305,0.0250536,0.0152127,-0.14169,0.00684583,0.0179843,-0.0949234,-0.377259,-0.0301158,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.114275,-0.0300841,0.314949,0.1064,-0.0221329,0.347848,1,1,1,1
21.298,19.846,0.931103,0.00758912,-0.00793792,-0.0328606,-0.130583,0.0239849,0.0150537,-0.143112,0.00662267,0.0187142,-0.0947875,-0.378444,-0.0303675,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.113682,-0.0300708,0.315212,0.106093,-0.0221329,0.348072,1,1,1,1
21.3,19.8479,0.931103,0.00789751,-0.00793792,-0.0330831,-0.130861,0.0229129,0.0148937,0.154196,0,-0.111241,-0.32097,-0.00510456,0.00788425,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.113682,-0.0300708,0.315212,0.105785,-0.0221329,0.348295,1,1,1,1
21.302,19.8498,0.931103,0.00757822,-0.00792444,-0.033028,-0.131778,0.0229039,0.0149049,-0.159647,0.00674217,0.0275692,-0.0784729,-0.399252,-0.0327536,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.113053,-0.0300573,0.315487,0.105475,-0.0221329,0.348515,1,1,1,1
21.304,19.8516,0.931103,0.00725899,-0.00791152,-0.0329723,-0.132009,0.0217727,0.0147342,-0.159611,0.00645789,0.0278436,-0.0710228,-0.39677,-0.0334152,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.112422,-0.0300444,0.31576,0.105163,-0.0221329,0.348733,1,1,1,1
21.306,19.8535,0.931103,0.00757238,-0.00791152,-0.0331877,-0.132219,0.0206485,0.0145624,0.156693,0,-0.107695,-0.321452,-0.00504829,0.00716671,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.111823,-0.0300328,0.316018,0.10485,-0.0221329,0.348948,1,1,1,1
21.308,19.8554,0.931103,0.0072546,-0.00789927,-0.0331289,-0.133138,0.0206396,0.0145725,-0.158888,0.00612634,0.029362,-0.0673875,-0.393609,-0.0340923,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.111789,-0.0300322,0.316032,0.104535,-0.0221329,0.349161,1,1,1,1
21.31,19.8572,0.931103,0.0069364,-0.00788772,-0.0330695,-0.133337,0.0195245,0.0143989,-0.159101,0.00577662,0.0297233,-0.0655163,-0.390907,-0.0347403,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.111154,-0.0300206,0.316302,0.104218,-0.0221329,0.349372,1,1,1,1
21.312,19.8591,0.931103,0.00658394,-0.00787632,-0.0329952,-0.133531,0.0184173,0.014224,-0.176229,0.00569966,0.0371543,-0.0509663,-0.409104,-0.0375916,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.110484,-0.0300092,0.316585,0.1039,-0.0221329,0.34958,1,1,1,1
21.314,19.8609,0.931103,0.00690374,-0.00787632,-0.0332009,-0.133684,0.0172583,0.014038,0.159897,0,-0.102879,-0.322068,-0.00495666,0.00608419,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.109878,-0.0299996,0.316837,0.10358,-0.0221329,0.349786,1,1,1,1
21.316,19.8628,0.931103,0.0065854,-0.00786621,-0.0331375,-0.134604,0.0172496,0.0140466,-0.15917,0.0050558,0.0317119,-0.0640558,-0.3876,-0.0360579,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.109844,-0.0299991,0.316851,0.103259,-0.0221329,0.349989,1,1,1,1
21.318,19.8647,0.931103,0.00626589,-0.00785679,-0.0330732,-0.134794,0.0161521,0.0138681,-0.159756,0.00471087,0.0321751,-0.0636273,-0.386911,-0.0367093,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.109202,-0.0299897,0.317117,0.102936,-0.0221329,0.35019,1,1,1,1
21.32,19.8665,0.931103,0.00659029,-0.00785679,-0.0332716,-0.134982,0.0150566,0.0136879,0.162202,0,-0.0992039,-0.322507,-0.00489438,0.00538032,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.109202,-0.0299897,0.317117,0.102611,-0.0221329,0.350388,1,1,1,1
21.322,19.8684,0.931103,0.00627085,-0.00784804,-0.0332037,-0.135904,0.015048,0.0136955,-0.159719,0.00437118,0.0339105,-0.0633969,-0.386692,-0.0373668,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.108556,-0.0299809,0.31738,0.102285,-0.0221329,0.350584,1,1,1,1
21.324,19.8703,0.931103,0.00594972,-0.00783997,-0.0331348,-0.136092,0.0139533,0.013513,-0.160567,0.00403679,0.0344515,-0.0630517,-0.38687,-0.038037,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.107908,-0.0299729,0.317643,0.101958,-0.0221329,0.350778,1,1,1,1
21.326,19.8721,0.931103,0.00566248,-0.00783301,-0.033079,-0.136278,0.0128583,0.0133285,-0.14362,0.00348155,0.0279315,-0.0726298,-0.3658,-0.0362404,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.107257,-0.0299655,0.317903,0.101629,-0.0221329,0.350969,1,1,1,1
21.328,19.874,0.931103,0.00595855,-0.00783264,-0.0332538,-0.136492,0.0118231,0.0131531,0.148034,0.000181349,-0.0874008,-0.308953,-0.0247891,0.00206808,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.107257,-0.0299655,0.317903,0.101299,-0.0221329,0.351157,1,1,1,1
21.33,19.8758,0.931103,0.00564008,-0.00782628,-0.0331817,-0.137375,0.0117579,0.0131491,-0.159234,0.00318174,0.0360388,-0.0523685,-0.383016,-0.03881,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.106607,-0.0299592,0.318161,0.100967,-0.0221329,0.351343,1,1,1,1
21.332,19.8777,0.931103,0.00597319,-0.00782628,-0.0333651,-0.137531,0.0106739,0.0129629,0.166559,0,-0.0917016,-0.323328,-0.00476287,0.00397206,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.106607,-0.0299592,0.318161,0.100634,-0.0221329,0.351526,1,1,1,1
21.334,19.8796,0.931103,0.00565741,-0.00782097,-0.0332903,-0.138455,0.0106656,0.0129685,-0.157893,0.00265715,0.0373831,-0.0490392,-0.37967,-0.0390654,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.105957,-0.0299539,0.318417,0.1003,-0.0221329,0.351707,1,1,1,1
21.336,19.8814,0.931103,0.00534264,-0.00781673,-0.0332153,-0.138601,0.00959115,0.0127817,-0.157383,0.00211822,0.037524,-0.0470562,-0.376705,-0.0393246,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.105306,-0.0299496,0.31867,0.0999637,-0.0221329,0.351886,1,1,1,1
21.338,19.8833,0.931103,0.00506292,-0.00781371,-0.033153,-0.138742,0.00852516,0.0125948,-0.13986,0.00150839,0.0311423,-0.0604649,-0.354962,-0.0373459,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.104689,-0.0299466,0.318908,0.0996265,-0.0221329,0.352061,1,1,1,1
21.34,19.8852,0.931103,0.00540146,-0.00781371,-0.0333262,-0.138921,0.00752105,0.0124176,0.169271,0,-0.0865929,-0.323834,-0.00466201,0.00295196,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.104037,-0.0299445,0.319158,0.0992879,-0.0221329,0.352235,1,1,1,1
21.342,19.887,0.931103,0.00508929,-0.00781157,-0.0332475,-0.139846,0.00751299,0.0124218,-0.156088,0.00106965,0.0393355,-0.0450668,-0.372713,-0.0398824,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.104037,-0.0299445,0.319158,0.0989481,-0.0221329,0.352405,1,1,1,1
21.344,19.8889,0.931103,0.00477731,-0.0078105,-0.0331682,-0.139981,0.00645853,0.0122336,-0.155989,0.000538177,0.0396649,-0.0442944,-0.371463,-0.0402024,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.103384,-0.0299434,0.319405,0.0986069,-0.0221329,0.352573,1,1,1,1
21.346,19.8907,0.931103,0.00511972,-0.0078105,-0.0333336,-0.140113,0.00540769,0.0120447,0.171202,0,-0.0827086,-0.324192,-0.00459253,0.00226701,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.103384,-0.0299434,0.319405,0.0982645,-0.0221329,0.352739,1,1,1,1
21.348,19.8926,0.931103,0.00480891,-0.00781047,-0.0332509,-0.14104,0.00539977,0.0120479,-0.155404,1.26067e-05,0.0413574,-0.0436942,-0.370658,-0.0405453,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.10273,-0.0299434,0.31965,0.0979209,-0.0221329,0.352901,1,1,1,1
21.35,19.8945,0.931103,0.0045323,-0.00781141,-0.0331801,-0.14117,0.00435136,0.0118577,-0.138305,-0.000468038,0.0354119,-0.05783,-0.350989,-0.0386556,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.102108,-0.0299443,0.319881,0.097576,-0.0221329,0.353062,1,1,1,1
21.352,19.8963,0.931103,0.00487839,-0.00781141,-0.0333376,-0.141341,0.00335891,0.0116768,0.173045,0,-0.0787813,-0.32453,-0.00452358,0.0016015,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.101312,-0.0299468,0.320174,0.0972299,-0.0221329,0.353219,1,1,1,1
21.354,19.8982,0.931103,0.00442981,-0.0078139,-0.0331998,-0.142269,0.00335113,0.011679,-0.224288,-0.00124622,0.0689045,0.019366,-0.446604,-0.0502699,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.101312,-0.0299468,0.320174,0.0968826,-0.0221329,0.353374,1,1,1,1
21.356,19.9,0.931103,0.00415654,-0.00781683,-0.0331256,-0.14222,0.00208707,0.0114455,-0.136635,-0.00146324,0.0371152,-0.0479945,-0.347882,-0.03941,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.100691,-0.0299497,0.320401,0.0965342,-0.0221329,0.353526,1,1,1,1
21.358,19.9019,0.931103,0.0037823,-0.00782145,-0.0330137,-0.142363,0.00110351,0.0112627,-0.187122,-0.00230985,0.0559253,0.00283794,-0.400807,-0.0465181,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0999325,-0.0299546,0.320675,0.0961846,-0.0221329,0.353676,1,1,1,1
21.36,19.9038,0.931103,0.00409858,-0.0078217,-0.0331483,-0.142361,-3.03874e-05,0.0110491,0.158144,-0.000126709,-0.0672917,-0.309266,-0.0231625,-0.001763,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0999325,-0.0299546,0.320675,0.0958339,-0.0221329,0.353823,1,1,1,1
21.362,19.9056,0.931103,0.00383106,-0.00782679,-0.0330709,-0.143245,-9.1219e-05,0.0110395,-0.133762,-0.0025438,0.0387314,-0.0417781,-0.340455,-0.0401701,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0993131,-0.0299597,0.320896,0.0954821,-0.0221329,0.353967,1,1,1,1
21.364,19.9075,0.931103,0.00353098,-0.00783324,-0.0329805,-0.14337,-0.00105348,0.0108557,-0.150041,-0.00322705,0.0451698,-0.0247259,-0.356206,-0.0427997,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0986601,-0.0299661,0.321128,0.0951291,-0.0221329,0.354109,1,1,1,1
21.366,19.9094,0.931103,0.00323248,-0.00784081,-0.0328896,-0.143446,-0.0020604,0.0106612,-0.149247,-0.00378259,0.0454856,-0.0237311,-0.353832,-0.0432103,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0980076,-0.0299737,0.321358,0.0947752,-0.0221329,0.354248,1,1,1,1
21.368,19.9112,0.931103,0.00296962,-0.00784899,-0.0328098,-0.143519,-0.00306048,0.010466,-0.131435,-0.00409327,0.0398915,-0.0388319,-0.333738,-0.041368,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0973897,-0.0299819,0.321574,0.0944201,-0.0221329,0.354384,1,1,1,1
21.37,19.9131,0.931103,0.00329135,-0.00784948,-0.0329313,-0.143636,-0.0040034,0.0102802,0.160865,-0.000241887,-0.0607855,-0.309494,-0.0225165,-0.00308197,37.5898,37.5898,35,37.6374,37.6374,35,37.6136,37.6136,35,37.5898,37.5898,35,0.0973554,-0.0299824,0.321586,0.0940641,-0.0221329,0.354517,1,1,1,1
